minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
12,Granny,0.6201195741748284,27.463778385533068,14.44566124501212,33.951546347988575,5.181552549475075,17.383391378891893,16.314492845601883,33.11849700206592
12,Wile E. Coyote,0.6128880026380982,33.815396360699474,12.926317267399318,33.688072546564094,7.2693580629542875,18.12120546438653,13.117778255646671,28.59996725148738
12,Tweety,0.6049728132502917,27.75670782536958,14.881842683559432,37.338187890468745,7.505845797644601,20.548976543475177,14.614107270974678,29.165941857826365
12,Penelope,0.6201628650450215,29.212935574149366,15.501245641774942,28.905594778231514,8.69600341012086,13.287638666133116,10.498858262831423,23.26558575173004
12,Daffy Duck,0.6242663633253751,30.41221875678974,14.708049145706086,32.351962627688266,7.9641857433318,19.021587761052622,16.471655693838258,31.04537507321407
24,Sylvester,0.6195308515313245,29.019177739232685,14.878007307325685,38.74675733411722,10.127496452727101,19.389146189163316,13.69372720640214,29.747817072852154
24,Marvin the Martian,0.6080914234683426,35.28532673804313,13.69936305572677,29.711312677350595,5.778374979677942,23.06229762422909,10.178177742698619,18.89248900882414
24,Road Runner,0.6288413246015008,29.724136731434708,14.763219344701872,34.46161753029434,7.150411059083031,25.94572660114324,12.03796954575113,22.23205682103242
24,Foghorn Leghorn,0.6171889041656416,28.37808051949655,16.131117755208557,35.8389163899743,8.34351101275044,22.417012727500943,13.671370230340006,25.65391298124906
24,Bugs Bunny,0.63393182198958,33.94932755707798,15.809025590178683,34.44689666082892,7.189884367747067,16.263751068027847,14.200944019955411,31.337080456282084
24,Elmer Fudd,0.6301839540158891,30.059814217377333,16.434969362609895,35.852411971036155,5.093597562734125,17.58300119662574,16.117879729521153,33.604823503019546
24,Lola Bunny,0.6296238401273276,35.199052519314144,15.570905237764265,38.66890440099583,2.8454002793754616,20.609232382274094,16.535599353290173,35.51565687383852
24,Porky Pig,0.6105460889145842,29.498780185715816,16.30133001302424,34.65381235602311,7.366646859300884,20.55024489813081,15.385500444088466,28.362245138360297
24,Tasmanian Devil,0.6232957100676471,28.186601528411746,14.492166229973543,36.39310907029674,5.342001564583669,13.87761503882346,9.847719089289821,27.96200946580925
24,Gossamer,0.6243171397730639,33.155555399134094,16.437292561125886,35.65781402960616,6.52137220380585,12.145223207119093,14.110555891448229,33.68093479961105
24,Granny,0.6031550173987831,33.56447239041728,15.166675210126007,36.99714426241777,7.412025727658445,19.024623879283002,14.518395834446169,30.10588529851439
24,Wile E. Coyote,0.6109364144208956,31.49747763424595,13.902203993525932,34.995252498634564,5.4843216094782905,19.844232818258607,14.101428362932202,29.247320498737277
24,Tweety,0.6038231476670091,24.012072451946022,14.986987943149503,36.939734579607126,7.019800891348957,22.892383717566855,12.197761714932675,23.75131647270784
24,Penelope,0.5995024138623002,27.789838151600367,16.545655679789512,32.22991495107621,8.519739251148614,22.65637811914915,12.071868829480614,19.783648920975207
24,Daffy Duck,0.6323494588844262,26.482444843741263,14.61644787561585,32.06341505599452,6.455255968876294,20.740053256992326,11.681885792320875,23.66301881633279
36,Sylvester,0.6229975253627477,32.21979993882531,15.47065085567601,34.77843687498227,9.738642311653535,18.20452165138918,15.740477288245176,31.225940834379212
36,Marvin the Martian,0.6113923905904757,36.455445581660264,14.173459969993742,31.364518483720236,8.589152410662223,22.356023281810153,14.114762372845872,25.11836431658109
36,Road Runner,0.622481585402519,28.70397683567361,13.434449558913165,36.2596536926637,3.4357558124796848,29.38889603450684,12.970566415043665,23.679756784342583
36,Foghorn Leghorn,0.6189512191464047,26.842292429145914,17.046374722992876,32.215652574019046,5.2604402553034255,19.663957304357037,15.460036478984382,27.88610582939212
36,Bugs Bunny,0.6233670700823674,32.69307293072524,17.236160393056952,32.7266128679542,5.544441380018993,15.535145133902951,9.05893908987893,22.51454398067052
36,Elmer Fudd,0.6097415494719859,29.77120670009275,16.40941496424216,39.00988496688921,4.429506495723399,22.358488904516626,13.772041007928172,28.270028542186804
36,Lola Bunny,0.6244926672554466,31.71275498501744,13.570456886324536,35.118418754915524,4.332076279556974,15.80746585128481,17.943124616417567,38.42130811604491
36,Porky Pig,0.6040515931851632,29.01740647688175,14.728541884177975,33.605237496009224,6.36871574902841,21.528327397235273,9.905704028641487,20.22982038581841
36,Tasmanian Devil,0.6259610147838135,26.55756664038856,14.644054877733081,32.68340013258523,4.201051526295555,22.393653859106166,9.79107793909633,20.57957193715718
36,Gossamer,0.6173081841848135,31.355093024102647,13.448261932108098,33.58556886019063,6.277467518469722,17.935287348376406,12.372534857901384,27.587776838786322
36,Granny,0.6111175332908195,30.285743659754147,14.187308592577574,37.65692463902328,6.696550904895759,22.89852871094641,16.65128086209234,31.917356440956507
36,Wile E. Coyote,0.6290694332469179,31.127045262605083,13.109440065097514,33.27759653414127,4.367486009099474,23.835905544361903,15.342713071062986,29.186403888136365
36,Tweety,0.6107430790231361,29.115760592472167,14.676279585337335,34.106642821592295,6.354079218152194,24.347620196212812,10.895995928946526,20.581887525495357
36,Penelope,0.621202220980576,27.420340801615705,15.547068111082735,27.974775713487915,7.459342454763628,16.60523793799757,10.55782683684223,20.90266941128233
36,Daffy Duck,0.6412165388303028,27.41331520420324,13.843751775204538,34.15997292113881,6.33927750680773,17.39900761645127,12.736476606562759,29.507737878196604
